date,region,boss_id,boss_name,difficulty,participants,attempts,clears
2025-07-19,KR,BOSS004,Astra Void Beast,HARD,2415,4368,1163
2025-07-19,KR,BOSS004,Astra Void Beast,NIGHTMARE,1057,1813,168
2025-07-19,JP,BOSS004,Astra Void Beast,NORMAL,4680,6157,3596
2025-07-19,JP,BOSS004,Astra Void Beast,HARD,2360,4106,1084
2025-07-19,JP,BOSS004,Astra Void Beast,NIGHTMARE,942,1706,190
2025-07-19,GLOBAL_WEST,BOSS004,Astra Void Beast,NORMAL,8514,11458,6683
2025-07-19,GLOBAL_WEST,BOSS004,Astra Void Beast,HARD,4212,7209,2085
2025-07-19,GLOBAL_WEST,BOSS004,Astra Void Beast,NIGHTMARE,1963,3384,437
2025-07-20,KR,BOSS004,Astra Void Beast,NORMAL,5080,6766,4157
2025-07-20,KR,BOSS004,Astra Void Beast,HARD,2381,4106,1102
2025-07-20,KR,BOSS004,Astra Void Beast,NIGHTMARE,770,1414,148
2025-07-20,JP,BOSS004,Astra Void Beast,NORMAL,4649,6316,3547
2025-07-20,JP,BOSS004,Astra Void Beast,HARD,2342,4183,1034
2025-07-20,JP,BOSS004,Astra Void Beast,NIGHTMARE,863,1490,158
2025-07-20,GLOBAL_WEST,BOSS004,Astra Void Beast,NORMAL,8645,11893,6785
2025-07-20,GLOBAL_WEST,BOSS004,Astra Void Beast,HARD,4592,8119,2240
2025-07-20,GLOBAL_WEST,BOSS004,Astra Void Beast,NIGHTMARE,1674,2878,331
2025-07-21,KR,BOSS004,Astra Void Beast,NORMAL,5086,7201,4135
2025-07-21,KR,BOSS004,Astra Void Beast,HARD,2544,4396,1281
2025-07-21,KR,BOSS004,Astra Void Beast,NIGHTMARE,1036,1819,172
2025-07-21,JP,BOSS004,Astra Void Beast,NORMAL,4767,6312,3747
2025-07-21,JP,BOSS004,Astra Void Beast,HARD,2238,3948,1034
2025-07-21,JP,BOSS004,Astra Void Beast,NIGHTMARE,829,1517,134
2025-07-21,GLOBAL_WEST,BOSS004,Astra Void Beast,NORMAL,8612,11708,6727
2025-07-21,GLOBAL_WEST,BOSS004,Astra Void Beast,HARD,4368,7572,2144
2025-07-21,GLOBAL_WEST,BOSS004,Astra Void Beast,NIGHTMARE,2007,3475,377
2025-07-22,KR,BOSS004,Astra Void Beast,NORMAL,4905,6651,3895
2025-07-22,KR,BOSS004,Astra Void Beast,HARD,2637,4615,1239
2025-07-22,KR,BOSS004,Astra Void Beast,NIGHTMARE,1051,1894,182
2025-07-22,JP,BOSS004,Astra Void Beast,NORMAL,4816,6414,3671
2025-07-22,JP,BOSS004,Astra Void Beast,HARD,2361,4053,1165
2025-07-22,JP,BOSS004,Astra Void Beast,NIGHTMARE,957,1640,218
2025-07-22,GLOBAL_WEST,BOSS004,Astra Void Beast,NORMAL,8688,11874,7003
2025-07-22,GLOBAL_WEST,BOSS004,Astra Void Beast,HARD,4131,7129,2010
2025-07-22,GLOBAL_WEST,BOSS004,Astra Void Beast,NIGHTMARE,1696,3071,335
2025-07-23,KR,BOSS004,Astra Void Beast,NORMAL,5166,6805,4241
2025-07-23,KR,BOSS004,Astra Void Beast,HARD,2340,4034,1043
2025-07-23,KR,BOSS004,Astra Void Beast,NIGHTMARE,1179,2058,231
2025-07-23,JP,BOSS004,Astra Void Beast,NORMAL,4649,6282,3686
2025-07-23,JP,BOSS004,Astra Void Beast,HARD,2427,4272,1111
2025-07-23,JP,BOSS004,Astra Void Beast,NIGHTMARE,880,1468,228
2025-07-23,GLOBAL_WEST,BOSS004,Astra Void Beast,NORMAL,9029,11645,6968
2025-07-23,GLOBAL_WEST,BOSS004,Astra Void Beast,HARD,4470,7351,2232
2025-07-23,GLOBAL_WEST,BOSS004,Astra Void Beast,NIGHTMARE,1608,2903,231
2025-07-24,KR,BOSS004,Astra Void Beast,NORMAL,5014,6604,3871
2025-07-24,KR,BOSS004,Astra Void Beast,HARD,2667,4527,1187
2025-07-24,KR,BOSS004,Astra Void Beast,NIGHTMARE,1165,1988,239
2025-07-24,JP,BOSS004,Astra Void Beast,NORMAL,4541,6199,3583
2025-07-24,JP,BOSS004,Astra Void Beast,HARD,2418,4205,1155
2025-07-24,JP,BOSS004,Astra Void Beast,NIGHTMARE,1036,1764,159
2025-07-24,GLOBAL_WEST,BOSS004,Astra Void Beast,NORMAL,8829,11520,6888
2025-07-24,GLOBAL_WEST,BOSS004,Astra Void Beast,HARD,4395,7523,2099
2025-07-24,GLOBAL_WEST,BOSS004,Astra Void Beast,NIGHTMARE,1721,3002,307
2025-07-25,KR,BOSS004,Astra Void Beast,NORMAL,5351,7072,4147
2025-07-25,KR,BOSS004,Astra Void Beast,HARD,2676,4593,1323
2025-07-25,KR,BOSS004,Astra Void Beast,NIGHTMARE,1090,1886,196
2025-07-25,JP,BOSS004,Astra Void Beast,NORMAL,4841,6593,3813
2025-07-25,JP,BOSS004,Astra Void Beast,HARD,2521,4312,1210
2025-07-25,JP,BOSS004,Astra Void Beast,NIGHTMARE,909,1539,195
2025-07-25,GLOBAL_WEST,BOSS004,Astra Void Beast,NORMAL,8985,12125,6979
2025-07-25,GLOBAL_WEST,BOSS004,Astra Void Beast,HARD,4608,7860,2213
2025-07-25,GLOBAL_WEST,BOSS004,Astra Void Beast,NIGHTMARE,1648,2816,340
2025-07-26,KR,BOSS004,Astra Void Beast,NORMAL,5296,6898,4151
2025-07-26,KR,BOSS004,Astra Void Beast,HARD,2743,4805,1370
2025-07-26,KR,BOSS004,Astra Void Beast,NIGHTMARE,1322,2215,223
2025-07-26,JP,BOSS004,Astra Void Beast,NORMAL,4764,6588,3745
2025-07-26,JP,BOSS004,Astra Void Beast,HARD,2360,4164,1085
2025-07-26,JP,BOSS004,Astra Void Beast,NIGHTMARE,941,1667,220
2025-07-26,GLOBAL_WEST,BOSS004,Astra Void Beast,NORMAL,8805,12106,6814
2025-07-26,GLOBAL_WEST,BOSS004,Astra Void Beast,HARD,4487,7576,2184
2025-07-26,GLOBAL_WEST,BOSS004,Astra Void Beast,NIGHTMARE,1770,2957,400
2025-07-27,KR,BOSS004,Astra Void Beast,NORMAL,5146,6467,3907
2025-07-27,KR,BOSS004,Astra Void Beast,HARD,2728,4925,1371
2025-07-27,KR,BOSS004,Astra Void Beast,NIGHTMARE,884,1610,192
2025-07-27,JP,BOSS004,Astra Void Beast,NORMAL,4789,6133,3784
2025-07-27,JP,BOSS004,Astra Void Beast,HARD,2341,4162,1089
2025-07-27,JP,BOSS004,Astra Void Beast,NIGHTMARE,908,1548,170
2025-07-27,GLOBAL_WEST,BOSS004,Astra Void Beast,NORMAL,9156,12687,7213
2025-07-27,GLOBAL_WEST,BOSS004,Astra Void Beast,HARD,4576,8451,2106
2025-07-27,GLOBAL_WEST,BOSS004,Astra Void Beast,NIGHTMARE,1784,3063,297
2025-07-28,KR,BOSS004,Astra Void Beast,NORMAL,5440,7424,4300
2025-07-28,KR,BOSS004,Astra Void Beast,HARD,2576,4482,1163
2025-07-28,KR,BOSS004,Astra Void Beast,NIGHTMARE,926,1551,200
2025-07-28,JP,BOSS004,Astra Void Beast,NORMAL,4867,6462,3737
2025-07-28,JP,BOSS004,Astra Void Beast,HARD,2372,4219,1097
2025-07-28,JP,BOSS004,Astra Void Beast,NIGHTMARE,1082,1956,217
2025-07-28,GLOBAL_WEST,BOSS004,Astra Void Beast,NORMAL,9107,12321,7081
2025-07-28,GLOBAL_WEST,BOSS004,Astra Void Beast,HARD,4497,7853,1962
2025-07-28,GLOBAL_WEST,BOSS004,Astra Void Beast,NIGHTMARE,1823,3200,358
2025-07-29,KR,BOSS004,Astra Void Beast,NORMAL,5251,7418,4368
2025-07-29,KR,BOSS004,Astra Void Beast,HARD,2705,4539,1329
2025-07-29,KR,BOSS004,Astra Void Beast,NIGHTMARE,1105,1951,186
2025-07-29,JP,BOSS004,Astra Void Beast,NORMAL,4801,6739,3535
2025-07-29,JP,BOSS004,Astra Void Beast,HARD,2560,4621,1263
2025-07-29,JP,BOSS004,Astra Void Beast,NIGHTMARE,1030,1826,198
2025-07-29,GLOBAL_WEST,BOSS004,Astra Void Beast,NORMAL,9302,12095,7031
2025-07-29,GLOBAL_WEST,BOSS004,Astra Void Beast,HARD,4550,7894,2207
2025-07-29,GLOBAL_WEST,BOSS004,Astra Void Beast,NIGHTMARE,1809,3176,328
2025-07-30,KR,BOSS004,Astra Void Beast,NORMAL,5453,7622,4372
2025-07-30,KR,BOSS004,Astra Void Beast,HARD,2881,5068,1326
2025-07-30,KR,BOSS004,Astra Void Beast,NIGHTMARE,1078,1840,188
2025-07-30,JP,BOSS004,Astra Void Beast,NORMAL,4644,6477,3532
2025-07-30,JP,BOSS004,Astra Void Beast,HARD,2419,4080,1165
2025-07-30,JP,BOSS004,Astra Void Beast,NIGHTMARE,1166,2135,282
2025-07-30,GLOBAL_WEST,BOSS004,Astra Void Beast,NORMAL,9388,12220,7234
2025-07-30,GLOBAL_WEST,BOSS004,Astra Void Beast,HARD,4428,8085,2184
2025-07-30,GLOBAL_WEST,BOSS004,Astra Void Beast,NIGHTMARE,2217,3944,422
