date,region,dau,nru,returned_users,user_outflow,event_names,event_types,service_availability,pu,revenue
2024-08-01,JP,37160,322,282,860,No Event,baseline,1.0,1139,13175.6
2024-08-01,GLOBAL_WEST,68369,948,482,1692,No Event,baseline,1.0,2041,16794.33
2024-08-02,KR,42169,499,407,947,No Event,baseline,1.0,1262,12848.46
2024-08-02,JP,37177,375,355,660,No Event,baseline,1.0,1131,13165.05
2024-08-02,GLOBAL_WEST,68046,972,503,1665,No Event,baseline,1.0,2059,14562.92
2024-08-03,KR,42431,558,424,950,No Event,baseline,1.0,1265,11816.2
2024-08-03,JP,37346,384,353,657,No Event,baseline,1.0,1092,12836.17
2024-08-03,GLOBAL_WEST,67880,978,514,1800,No Event,baseline,1.0,2065,15204.43
2024-08-04,KR,42366,476,374,965,No Event,baseline,1.0,1281,12593.47
2024-08-04,JP,37174,391,309,778,No Event,baseline,1.0,1120,14216.88
2024-08-04,GLOBAL_WEST,67725,980,505,1736,No Event,baseline,1.0,2005,20281.96
2024-08-05,KR,42228,509,384,1005,No Event,baseline,1.0,1276,12406.46
2024-08-05,JP,37234,328,315,691,No Event,baseline,1.0,1080,12591.1
2024-08-05,GLOBAL_WEST,67279,939,472,1843,No Event,baseline,1.0,2067,20015.86
2024-08-06,KR,42197,478,389,1078,No Event,baseline,1.0,1257,13704.36
2024-08-06,JP,36999,326,301,774,No Event,baseline,1.0,1169,13499.38
2024-08-06,GLOBAL_WEST,67107,970,480,1577,No Event,baseline,1.0,2093,21103.39
2024-08-07,KR,42002,569,355,1038,No Event,baseline,1.0,1323,11615.09
2024-08-07,JP,36869,389,312,724,No Event,baseline,1.0,1134,11967.61
2024-08-07,GLOBAL_WEST,66792,984,462,1770,No Event,baseline,1.0,1975,21524.21
2024-08-08,KR,41933,492,420,1064,No Event,baseline,1.0,1260,13631.32
2024-08-08,JP,36670,394,265,820,No Event,baseline,1.0,1128,12626.56
2024-08-08,GLOBAL_WEST,66527,946,463,1850,No Event,baseline,1.0,1981,19112.85
2024-08-09,KR,41667,497,433,1014,No Event,baseline,1.0,1326,14999.71
2024-08-09,JP,36597,334,305,738,No Event,baseline,1.0,1059,12201.65
2024-08-09,GLOBAL_WEST,65994,977,491,1793,No Event,baseline,1.0,1998,15005.37
2024-08-10,KR,41537,490,392,1007,No Event,baseline,1.0,1271,12796.68
2024-08-10,JP,36366,383,306,825,No Event,baseline,1.0,1119,11697.88
2024-08-10,GLOBAL_WEST,65429,1017,459,1758,No Event,baseline,1.0,1957,19827.01
2024-08-11,KR,41161,456,400,1002,No Event,baseline,1.0,1225,11750.44
2024-08-11,JP,36396,352,355,742,No Event,baseline,1.0,1080,12125.36
2024-08-11,GLOBAL_WEST,65327,1037,514,1600,No Event,baseline,1.0,1911,20030.29
2024-08-12,KR,40829,510,424,1106,No Event,baseline,1.0,1229,13312.65
2024-08-12,JP,36204,309,275,765,No Event,baseline,1.0,1049,9677.62
2024-08-12,GLOBAL_WEST,65034,964,464,1805,No Event,baseline,1.0,1964,16880.75
2024-08-13,KR,40945,492,373,961,No Event,baseline,1.0,1264,11181.48
2024-08-13,JP,36259,415,294,665,No Event,baseline,1.0,1096,11381.32
2024-08-13,GLOBAL_WEST,65116,1027,484,1585,No Event,baseline,1.0,2001,14936.06
2024-08-14,KR,40790,418,370,987,No Event,baseline,1.0,1227,13072.35
2024-08-14,JP,36161,377,258,769,No Event,baseline,1.0,1092,11339.54
2024-08-14,GLOBAL_WEST,64677,993,471,1692,No Event,baseline,1.0,1960,21227.89
2024-08-15,KR,40657,465,366,992,No Event,baseline,1.0,1217,11747.62
2024-08-15,JP,36127,326,309,752,No Event,baseline,1.0,1052,9798.26
2024-08-15,GLOBAL_WEST,64264,996,476,1624,No Event,baseline,1.0,1904,14540.66
2024-08-16,KR,40704,441,401,910,No Event,baseline,1.0,1272,11692.14
2024-08-16,JP,36014,341,269,747,No Event,baseline,1.0,1100,11496.24
2024-08-16,GLOBAL_WEST,64152,1045,508,1547,No Event,baseline,1.0,1907,16680.58
2024-08-17,KR,40541,495,368,939,No Event,baseline,1.0,1218,12377.83
2024-08-17,JP,35906,383,256,732,No Event,baseline,1.0,1029,10125.43
2024-08-17,GLOBAL_WEST,63668,1026,548,1749,No Event,baseline,1.0,1970,16945.26
2024-08-18,KR,40499,468,365,1005,No Event,baseline,1.0,1268,12797.76
2024-08-18,JP,35735,362,303,723,No Event,baseline,1.0,1076,10989.0
2024-08-18,GLOBAL_WEST,63401,1032,501,1574,No Event,baseline,1.0,2007,16561.8
2024-08-19,KR,40248,479,373,1009,No Event,baseline,1.0,1197,13657.86
2024-08-19,JP,35554,362,311,863,No Event,baseline,1.0,1106,13596.27
2024-08-19,GLOBAL_WEST,63304,1095,437,1661,No Event,baseline,1.0,1854,14824.32
2024-08-20,KR,40140,467,392,909,No Event,baseline,1.0,1213,9373.02
2024-08-20,JP,35356,296,292,781,No Event,baseline,1.0,1052,9543.56
2024-08-20,GLOBAL_WEST,63174,1102,442,1591,No Event,baseline,1.0,1852,14851.38
2024-08-21,KR,40083,428,377,875,No Event,baseline,1.0,1194,10762.72
2024-08-21,JP,35218,300,289,725,No Event,baseline,1.0,1070,10771.68
2024-08-21,GLOBAL_WEST,62946,1031,483,1585,No Event,baseline,1.0,1917,17545.91
2024-08-22,KR,39880,470,369,1031,No Event,baseline,1.0,1148,11636.67
2024-08-22,JP,35169,401,264,718,No Event,baseline,1.0,1065,12368.83
2024-08-22,GLOBAL_WEST,62733,1041,476,1561,No Event,baseline,1.0,1973,18301.55
2024-08-23,KR,39799,461,379,986,No Event,baseline,1.0,1212,10024.55
2024-08-23,JP,35121,354,286,663,No Event,baseline,1.0,1053,10929.8
2024-08-23,GLOBAL_WEST,62638,1115,510,1553,No Event,baseline,1.0,1866,16075.41
2024-08-24,KR,39845,418,384,924,No Event,baseline,1.0,1145,10716.22
2024-08-24,JP,35107,333,304,630,No Event,baseline,1.0,1068,10177.64
2024-08-24,GLOBAL_WEST,62800,1083,468,1441,No Event,baseline,1.0,1821,16620.49
2024-08-25,KR,39666,436,382,957,No Event,baseline,1.0,1206,13362.44
2024-08-25,JP,34962,378,279,723,No Event,baseline,1.0,1047,9639.93
2024-08-25,GLOBAL_WEST,62569,1131,517,1516,No Event,baseline,1.0,1887,17117.08
2024-08-26,KR,39533,486,335,920,No Event,baseline,1.0,1195,12899.75
2024-08-26,JP,34757,301,281,720,No Event,baseline,1.0,1060,13181.08
2024-08-26,GLOBAL_WEST,62640,1099,482,1709,No Event,baseline,1.0,1833,16164.99
2024-08-27,KR,39399,434,382,962,No Event,baseline,1.0,1198,11109.99
2024-08-27,JP,34811,361,271,606,No Event,baseline,1.0,1085,11488.47
2024-08-27,GLOBAL_WEST,62466,1106,448,1710,No Event,baseline,1.0,1900,14160.92
2024-08-28,KR,39448,493,401,1010,No Event,baseline,1.0,1136,10715.04
2024-08-28,JP,34827,371,320,802,No Event,baseline,1.0,1054,12131.27
2024-08-28,GLOBAL_WEST,62539,1173,461,1538,No Event,baseline,1.0,1982,14567.89
2024-08-29,KR,39365,395,367,900,No Event,baseline,1.0,1214,12626.56
2024-08-29,JP,34764,323,258,641,No Event,baseline,1.0,1039,13698.88
2024-08-29,GLOBAL_WEST,62708,1098,483,1476,No Event,baseline,1.0,1826,14690.89
2024-08-30,KR,39136,396,387,962,No Event,baseline,1.0,1157,10961.41
2024-08-30,JP,34754,357,287,731,No Event,baseline,1.0,1020,10607.49
2024-08-30,GLOBAL_WEST,62924,1101,495,1521,No Event,baseline,1.0,1824,15591.7
2024-08-31,KR,39010,377,395,904,No Event,baseline,1.0,1134,12343.83
2024-08-31,JP,34692,348,321,674,No Event,baseline,1.0,1035,12467.05
2024-08-31,GLOBAL_WEST,63186,1147,487,1428,No Event,baseline,1.0,1813,16931.25
2024-09-01,KR,38877,426,366,965,No Event,baseline,1.0,1164,12391.42
2024-09-01,JP,34849,387,331,673,No Event,baseline,1.0,1067,10446.66
2024-09-01,GLOBAL_WEST,62895,1146,514,1761,No Event,baseline,1.0,1913,16415.47
2024-09-02,KR,38868,451,389,960,No Event,baseline,1.0,1113,9199.14
2024-09-02,JP,34778,327,270,736,No Event,baseline,1.0,1071,11456.61
2024-09-02,GLOBAL_WEST,62641,1066,439,1660,No Event,baseline,1.0,1796,15616.97
2024-09-03,KR,38648,478,349,955,No Event,baseline,1.0,1174,10682.6
2024-09-03,JP,34651,363,262,773,No Event,baseline,1.0,1046,9540.55
2024-09-03,GLOBAL_WEST,62422,1083,465,1654,No Event,baseline,1.0,1822,15385.62
2024-09-04,KR,39434,949,747,800,Fantasy Saga Crossover,collaboration,1.0,1642,31831.12
2024-09-04,JP,35094,632,451,628,Fantasy Saga Crossover,collaboration,1.0,1451,29334.79
2024-09-04,GLOBAL_WEST,64964,2793,1028,1293,Fantasy Saga Crossover,collaboration,1.0,2665,52275.5
2024-09-05,KR,40388,985,771,760,Fantasy Saga Crossover,collaboration,1.0,1658,34297.46
2024-09-05,JP,35641,669,421,608,Fantasy Saga Crossover,collaboration,1.0,1485,30454.93
2024-09-05,GLOBAL_WEST,67464,2719,1037,1260,Fantasy Saga Crossover,collaboration,1.0,2820,58221.74
2024-09-06,KR,41483,975,831,755,Fantasy Saga Crossover,collaboration,1.0,1703,32119.82
2024-09-06,JP,36168,639,488,679,Fantasy Saga Crossover,collaboration,1.0,1454,27887.65
2024-09-06,GLOBAL_WEST,69780,2753,1149,1349,Fantasy Saga Crossover,collaboration,1.0,2791,55556.66
2024-09-07,KR,42365,961,843,764,Fantasy Saga Crossover,collaboration,1.0,1683,33366.64
2024-09-07,JP,36619,652,489,749,Fantasy Saga Crossover,collaboration,1.0,1500,29778.17
2024-09-07,GLOBAL_WEST,72139,2770,1156,1473,Fantasy Saga Crossover,collaboration,1.0,2874,52842.97
2024-09-08,KR,43409,977,869,777,Fantasy Saga Crossover,collaboration,1.0,1741,37554.47
2024-09-08,JP,37178,657,476,650,Fantasy Saga Crossover,collaboration,1.0,1589,33229.12
2024-09-08,GLOBAL_WEST,74789,2688,1158,1429,Fantasy Saga Crossover,collaboration,1.0,2951,52755.57
2024-09-09,KR,44528,977,801,810,Fantasy Saga Crossover,collaboration,1.0,1877,37857.96
2024-09-09,JP,37571,660,496,713,Fantasy Saga Crossover,collaboration,1.0,1538,32649.81
2024-09-09,GLOBAL_WEST,77273,2712,1163,1499,Fantasy Saga Crossover,collaboration,1.0,3120,63587.05
2024-09-10,KR,45718,1006,862,785,Fantasy Saga Crossover,collaboration,1.0,1860,38889.8
2024-09-10,JP,38034,657,499,712,Fantasy Saga Crossover,collaboration,1.0,1529,31380.3
2024-09-10,GLOBAL_WEST,79795,2645,1160,1532,Fantasy Saga Crossover,collaboration,1.0,3269,56690.44
2024-09-11,KR,46653,884,816,761,Fantasy Saga Crossover,collaboration,1.0,1874,40347.3
2024-09-11,JP,38446,647,484,661,Fantasy Saga Crossover,collaboration,1.0,1581,35189.63
2024-09-11,GLOBAL_WEST,82344,2703,1155,1574,Fantasy Saga Crossover,collaboration,1.0,3494,67277.68
2024-09-12,KR,47671,1026,821,832,Fantasy Saga Crossover,collaboration,1.0,1955,42196.16
2024-09-12,JP,38960,680,471,648,Fantasy Saga Crossover,collaboration,1.0,1595,34768.67
2024-09-12,GLOBAL_WEST,84863,2700,1162,1547,Fantasy Saga Crossover,collaboration,1.0,3541,64935.73
2024-09-13,KR,48655,979,916,928,Fantasy Saga Crossover,collaboration,1.0,1919,39526.61
2024-09-13,JP,39426,657,546,729,Fantasy Saga Crossover,collaboration,1.0,1566,33889.41
2024-09-13,GLOBAL_WEST,87407,2724,1278,1494,Fantasy Saga Crossover,collaboration,1.0,3748,72948.96
2024-09-14,KR,49765,1009,932,953,Fantasy Saga Crossover,collaboration,1.0,2044,40954.97
2024-09-14,JP,39806,614,498,749,Fantasy Saga Crossover,collaboration,1.0,1647,37542.84
2024-09-14,GLOBAL_WEST,89615,2621,1332,1614,Fantasy Saga Crossover,collaboration,1.0,3723,61029.62
2024-09-15,KR,50728,1003,885,876,Fantasy Saga Crossover,collaboration,1.0,2089,41836.73
2024-09-15,JP,40351,704,516,733,Fantasy Saga Crossover,collaboration,1.0,1693,34246.79
2024-09-15,GLOBAL_WEST,91814,2652,1344,1779,Fantasy Saga Crossover,collaboration,1.0,3819,75089.7
2024-09-16,KR,51635,1000,876,963,Fantasy Saga Crossover,collaboration,1.0,2188,44991.25
2024-09-16,JP,40836,707,523,672,Fantasy Saga Crossover,collaboration,1.0,1712,36562.35
2024-09-16,GLOBAL_WEST,94001,2624,1320,1790,Fantasy Saga Crossover,collaboration,1.0,3959,80562.75
2024-09-17,KR,52601,1018,895,993,Fantasy Saga Crossover,collaboration,1.0,2183,41634.41
2024-09-17,JP,41167,651,522,822,Fantasy Saga Crossover,collaboration,1.0,1762,37829.16
2024-09-17,GLOBAL_WEST,95843,2618,1291,1797,Fantasy Saga Crossover,collaboration,1.0,3913,75692.56
2024-09-18,KR,53495,993,917,1009,Fantasy Saga Crossover,collaboration,1.0,2123,42558.59
2024-09-18,JP,41776,640,557,566,Fantasy Saga Crossover,collaboration,1.0,1742,36493.94
2024-09-18,GLOBAL_WEST,98096,2516,1348,1698,Fantasy Saga Crossover,collaboration,1.0,4064,81748.52
2024-09-19,KR,54114,1036,926,1127,Fantasy Saga Crossover,collaboration,1.0,2187,46109.63
2024-09-19,JP,42196,630,499,646,Fantasy Saga Crossover,collaboration,1.0,1778,40662.14
2024-09-19,GLOBAL_WEST,100142,2538,1339,1855,Fantasy Saga Crossover,collaboration,1.0,4058,72981.21
2024-09-20,KR,55068,1017,997,1036,Fantasy Saga Crossover,collaboration,1.0,2318,52054.85
2024-09-20,JP,42354,576,530,769,Fantasy Saga Crossover,collaboration,1.0,1672,39524.09
2024-09-20,GLOBAL_WEST,102404,2548,1441,1675,Fantasy Saga Crossover,collaboration,1.0,4044,79690.91
2024-09-21,KR,55958,974,964,1105,Fantasy Saga Crossover,collaboration,1.0,2342,46951.68
2024-09-21,JP,42992,694,539,661,Fantasy Saga Crossover,collaboration,1.0,1753,40212.36
2024-09-21,GLOBAL_WEST,104043,2530,1436,2014,Fantasy Saga Crossover,collaboration,1.0,4257,79469.15
2024-09-22,KR,56791,1047,1011,1112,Fantasy Saga Crossover,collaboration,1.0,2232,46856.92
2024-09-22,JP,43316,678,560,780,Fantasy Saga Crossover,collaboration,1.0,1813,33599.7
2024-09-22,GLOBAL_WEST,106064,2468,1500,1884,Fantasy Saga Crossover,collaboration,1.0,4440,73911.13
2024-09-23,KR,57482,1014,941,1066,Fantasy Saga Crossover,collaboration,1.0,2321,49275.43
2024-09-23,JP,43609,654,546,866,Fantasy Saga Crossover,collaboration,1.0,1812,38428.47
2024-09-23,GLOBAL_WEST,107926,2492,1412,2187,Fantasy Saga Crossover,collaboration,1.0,4385,94866.91
2024-09-24,KR,58110,992,934,1171,Fantasy Saga Crossover,collaboration,1.0,2350,49621.15
2024-09-24,JP,43892,662,502,839,Fantasy Saga Crossover,collaboration,1.0,1804,33360.02
2024-09-24,GLOBAL_WEST,109394,2444,1395,1901,Fantasy Saga Crossover,collaboration,1.0,4311,83080.64
2024-09-25,KR,58961,1024,966,1059,Fantasy Saga Crossover,collaboration,1.0,2357,49683.01
2024-09-25,JP,44278,667,513,824,Fantasy Saga Crossover,collaboration,1.0,1825,39278.38
2024-09-25,GLOBAL_WEST,111116,2476,1412,2183,Fantasy Saga Crossover,collaboration,1.0,4552,88690.98
2024-09-26,KR,58719,508,581,1330,Regional Autumn Festival,seasonal,1.0,1822,31924.73
2024-09-26,JP,44220,409,373,806,Regional Autumn Festival,seasonal,1.0,1363,27675.8
2024-09-26,GLOBAL_WEST,110342,1122,819,2738,Regional Autumn Festival,seasonal,1.0,3596,52050.35
2024-09-27,KR,58701,498,630,1236,Regional Autumn Festival,seasonal,1.0,1850,27289.19
2024-09-27,JP,44203,358,401,792,Regional Autumn Festival,seasonal,1.0,1434,25167.12
2024-09-27,GLOBAL_WEST,109621,1134,871,2774,Regional Autumn Festival,seasonal,1.0,3567,48040.38
2024-09-28,KR,58786,531,645,1345,Regional Autumn Festival,seasonal,1.0,1741,28946.87
2024-09-28,JP,44067,440,373,865,Regional Autumn Festival,seasonal,1.0,1367,22741.23
2024-09-28,GLOBAL_WEST,108939,1072,907,2509,Regional Autumn Festival,seasonal,1.0,3404,50616.27
2024-09-29,KR,58660,513,633,1266,Regional Autumn Festival,seasonal,1.0,1805,30067.21
2024-09-29,JP,43840,390,353,908,Regional Autumn Festival,seasonal,1.0,1411,28221.63
2024-09-29,GLOBAL_WEST,108283,1055,867,2532,Regional Autumn Festival,seasonal,1.0,3468,53172.12
2024-09-30,KR,58306,513,592,1385,Regional Autumn Festival,seasonal,1.0,1871,32713.41
2024-09-30,JP,43829,425,366,885,Regional Autumn Festival,seasonal,1.0,1409,25309.71
2024-09-30,GLOBAL_WEST,107856,1021,838,2329,Regional Autumn Festival,seasonal,1.0,3347,57198.6
2024-10-01,KR,58079,474,556,1373,Regional Autumn Festival,seasonal,1.0,1836,30581.64
2024-10-01,JP,43744,400,373,896,Regional Autumn Festival,seasonal,1.0,1400,27030.88
2024-10-01,GLOBAL_WEST,106813,1066,799,2610,Regional Autumn Festival,seasonal,1.0,3476,56255.05
2024-10-02,KR,57659,478,599,1349,Regional Autumn Festival,seasonal,1.0,1803,29955.13
2024-10-02,JP,43622,363,367,925,Regional Autumn Festival,seasonal,1.0,1393,22677.3
2024-10-02,GLOBAL_WEST,106212,1031,800,2653,Regional Autumn Festival,seasonal,1.0,3387,51274.32
2024-10-03,KR,57710,554,556,1183,Regional Autumn Festival,seasonal,1.0,1855,32440.36
2024-10-03,JP,43534,379,372,871,Regional Autumn Festival,seasonal,1.0,1408,26437.56
2024-10-03,GLOBAL_WEST,105679,1024,809,2264,Regional Autumn Festival,seasonal,1.0,3354,51215.26
2024-10-04,KR,57399,476,592,1401,Regional Autumn Festival,seasonal,1.0,1788,27217.66
2024-10-04,JP,43573,383,388,854,Regional Autumn Festival,seasonal,1.0,1413,26581.42
2024-10-04,GLOBAL_WEST,105040,1027,863,2479,Regional Autumn Festival,seasonal,1.0,3288,45040.04
2024-10-05,KR,57134,492,647,1319,Regional Autumn Festival,seasonal,1.0,1857,30557.43
2024-10-05,JP,43649,391,419,812,Regional Autumn Festival,seasonal,1.0,1423,24581.38
2024-10-05,GLOBAL_WEST,104467,1039,856,2501,Regional Autumn Festival,seasonal,1.0,3250,49858.07
2024-10-06,KR,56816,521,566,1293,Regional Autumn Festival,seasonal,1.0,1775,27711.1
2024-10-06,JP,43504,372,409,919,Regional Autumn Festival,seasonal,1.0,1403,23722.85
2024-10-06,GLOBAL_WEST,104114,986,840,2325,Regional Autumn Festival,seasonal,1.0,3268,57993.85
2024-10-07,KR,56668,485,530,1182,Regional Autumn Festival,seasonal,1.0,1829,34272.24
2024-10-07,JP,43269,374,358,785,Regional Autumn Festival,seasonal,1.0,1343,23501.22
2024-10-07,GLOBAL_WEST,103801,1013,780,2325,Regional Autumn Festival,seasonal,1.0,3411,57646.92
2024-10-08,KR,56572,510,582,1188,Regional Autumn Festival,seasonal,1.0,1807,32500.34
2024-10-08,JP,43228,401,352,828,Regional Autumn Festival,seasonal,1.0,1347,26652.57
2024-10-08,GLOBAL_WEST,103139,953,764,2533,Regional Autumn Festival,seasonal,1.0,3322,56329.69
2024-10-09,KR,56332,554,554,1261,Regional Autumn Festival,seasonal,1.0,1806,27077.12
2024-10-09,JP,43207,419,363,839,Regional Autumn Festival,seasonal,1.0,1268,21455.38
2024-10-09,GLOBAL_WEST,102378,945,791,2321,Regional Autumn Festival,seasonal,1.0,3163,46411.24
2024-10-10,KR,56206,508,494,1205,No Event,baseline,1.0,1671,18158.68
2024-10-10,JP,42842,301,334,917,No Event,baseline,1.0,1294,15027.97
2024-10-10,GLOBAL_WEST,101352,817,635,2512,No Event,baseline,1.0,2992,26014.19
2024-10-11,KR,55680,428,448,1501,No Event,baseline,1.0,1705,19525.97
2024-10-11,JP,42573,332,353,848,No Event,baseline,1.0,1287,13903.42
2024-10-11,GLOBAL_WEST,100256,867,594,2606,No Event,baseline,1.0,2804,29048.35
2024-10-12,KR,55318,513,442,1214,No Event,baseline,1.0,1613,13266.02
2024-10-12,JP,42297,306,360,851,No Event,baseline,1.0,1187,12091.29
2024-10-12,GLOBAL_WEST,99177,797,671,2615,No Event,baseline,1.0,2867,31708.22
2024-10-13,KR,54937,429,505,1307,No Event,baseline,1.0,1657,18291.39
2024-10-13,JP,42212,374,328,776,No Event,baseline,1.0,1256,11421.28
2024-10-13,GLOBAL_WEST,98284,832,654,2532,No Event,baseline,1.0,3117,25685.56
2024-10-14,KR,54584,458,470,1331,No Event,baseline,1.0,1577,11989.03
2024-10-14,JP,41920,377,279,862,No Event,baseline,1.0,1236,13901.41
2024-10-14,GLOBAL_WEST,97283,784,578,2485,No Event,baseline,1.0,2824,22956.71
2024-10-15,KR,54260,497,459,1264,No Event,baseline,1.0,1607,16265.13
2024-10-15,JP,41540,338,296,852,No Event,baseline,1.0,1234,13463.39
2024-10-15,GLOBAL_WEST,96354,812,548,2371,No Event,baseline,1.0,2873,24613.46
2024-10-16,KR,53967,554,454,1285,No Event,baseline,1.0,1616,15422.3
2024-10-16,JP,41281,339,321,901,No Event,baseline,1.0,1223,13569.43
2024-10-16,GLOBAL_WEST,95175,826,576,2526,No Event,baseline,1.0,2918,22420.68
2024-10-17,KR,53436,495,428,1427,No Event,baseline,1.0,1569,17507.32
2024-10-17,JP,41103,330,313,820,No Event,baseline,1.0,1211,10911.15
2024-10-17,GLOBAL_WEST,94091,804,575,2533,No Event,baseline,1.0,2714,27126.17
2024-10-18,KR,52829,426,461,1418,No Event,baseline,1.0,1578,15587.03
2024-10-18,JP,41057,398,315,856,No Event,baseline,1.0,1236,12742.91
2024-10-18,GLOBAL_WEST,93164,809,621,2310,No Event,baseline,1.0,2603,28447.27
2024-10-19,KR,52483,406,485,1279,No Event,baseline,1.0,1600,19751.45
2024-10-19,JP,40886,372,326,869,No Event,baseline,1.0,1226,13194.51
2024-10-19,GLOBAL_WEST,91983,774,597,2634,No Event,baseline,1.0,2685,20128.79
2024-10-20,KR,52139,456,481,1268,No Event,baseline,1.0,1565,18241.4
2024-10-20,JP,40706,358,335,936,No Event,baseline,1.0,1227,13427.42
2024-10-20,GLOBAL_WEST,90739,799,610,2504,No Event,baseline,1.0,2652,26069.0
2024-10-21,KR,51995,399,414,1106,No Event,baseline,1.0,1580,16264.39
2024-10-21,JP,40327,308,271,846,No Event,baseline,1.0,1171,13478.46
2024-10-21,GLOBAL_WEST,90094,800,557,2413,No Event,baseline,1.0,2649,25872.18
2024-10-22,KR,51760,525,396,1203,No Event,baseline,1.0,1581,18114.6
2024-10-22,JP,40295,336,274,751,No Event,baseline,1.0,1155,13089.72
2024-10-22,GLOBAL_WEST,89234,764,564,2382,No Event,baseline,1.0,2750,24441.29
2024-10-23,KR,51432,529,407,1218,No Event,baseline,1.0,1510,15923.76
2024-10-23,JP,39993,333,312,831,No Event,baseline,1.0,1215,13591.21
2024-10-23,GLOBAL_WEST,88068,791,560,2289,No Event,baseline,1.0,2576,19972.73
2024-10-24,KR,50990,507,406,1344,No Event,baseline,1.0,1530,13006.73
2024-10-24,JP,39927,381,299,795,No Event,baseline,1.0,1182,11864.11
2024-10-24,GLOBAL_WEST,87537,839,575,1983,No Event,baseline,1.0,2528,20599.12
2024-10-25,KR,50674,459,476,1196,No Event,baseline,1.0,1500,17459.62
2024-10-25,JP,39735,336,311,835,No Event,baseline,1.0,1209,14258.08
2024-10-25,GLOBAL_WEST,86804,820,595,2287,No Event,baseline,1.0,2660,23240.75
2024-10-26,KR,50271,493,481,1233,No Event,baseline,1.0,1484,16551.07
2024-10-26,JP,39625,338,303,844,No Event,baseline,1.0,1171,13660.54
2024-10-26,GLOBAL_WEST,85486,797,580,2424,No Event,baseline,1.0,2560,21762.29
2024-10-27,KR,49952,488,468,1259,No Event,baseline,1.0,1439,15804.13
2024-10-27,JP,39347,322,266,890,No Event,baseline,1.0,1139,11162.53
2024-10-27,GLOBAL_WEST,84911,801,627,2130,No Event,baseline,1.0,2470,20153.42
2024-10-28,KR,49651,485,448,1240,No Event,baseline,1.0,1441,16318.15
2024-10-28,JP,39154,293,278,801,No Event,baseline,1.0,1187,11965.32
2024-10-28,GLOBAL_WEST,84166,840,509,2119,No Event,baseline,1.0,2603,22852.71
2024-10-29,KR,49553,504,399,1062,No Event,baseline,1.0,1475,14110.93
2024-10-29,JP,38913,357,306,841,No Event,baseline,1.0,1202,12596.45
2024-10-29,GLOBAL_WEST,83664,849,561,2065,No Event,baseline,1.0,2538,20260.87
2024-10-30,KR,49058,497,402,1199,No Event,baseline,1.0,1468,13156.92
2024-10-30,JP,38771,383,318,769,No Event,baseline,1.0,1157,13158.31
2024-10-30,GLOBAL_WEST,83225,831,551,2117,No Event,baseline,1.0,2394,22548.03
2024-10-31,KR,48746,514,439,1358,No Event,baseline,1.0,1529,14938.95
2024-10-31,JP,38581,407,270,896,No Event,baseline,1.0,1176,15015.43
2024-10-31,GLOBAL_WEST,82383,851,516,2254,No Event,baseline,1.0,2487,23921.22
2024-11-01,KR,48604,462,477,1111,No Event,baseline,1.0,1493,15188.78
2024-11-01,JP,38450,376,316,854,No Event,baseline,1.0,1167,13252.36
2024-11-01,GLOBAL_WEST,81663,783,595,2035,No Event,baseline,1.0,2452,20641.47
2024-11-02,KR,48462,481,435,1135,No Event,baseline,1.0,1435,15219.32
2024-11-02,JP,38389,287,314,744,No Event,baseline,1.0,1147,11341.57
2024-11-02,GLOBAL_WEST,81290,814,546,1923,No Event,baseline,1.0,2345,20506.43
2024-11-03,KR,48237,420,416,1116,No Event,baseline,1.0,1435,13556.97
2024-11-03,JP,38476,324,329,720,No Event,baseline,1.0,1050,13159.77
2024-11-03,GLOBAL_WEST,80694,845,618,2156,No Event,baseline,1.0,2425,17782.09
2024-11-04,KR,48016,440,415,1140,No Event,baseline,1.0,1426,14817.13
2024-11-04,JP,38474,359,256,785,No Event,baseline,1.0,1113,13028.56
2024-11-04,GLOBAL_WEST,79889,835,519,2154,No Event,baseline,1.0,2399,22028.02
2024-11-05,KR,47740,412,412,1170,No Event,baseline,1.0,1406,12339.5
2024-11-05,JP,38258,349,294,779,No Event,baseline,1.0,1196,13493.7
2024-11-05,GLOBAL_WEST,79080,896,495,2197,No Event,baseline,1.0,2333,21352.72
2024-11-06,KR,47309,469,450,1136,No Event,baseline,1.0,1400,12235.33
2024-11-06,JP,38074,306,319,702,No Event,baseline,1.0,1143,13967.51
2024-11-06,GLOBAL_WEST,78222,876,525,2072,No Event,baseline,1.0,2352,18911.61
2024-11-07,KR,47011,467,402,1005,No Event,baseline,1.0,1369,16761.04
2024-11-07,JP,37795,316,296,776,No Event,baseline,1.0,1151,12639.89
2024-11-07,GLOBAL_WEST,77862,884,568,2026,No Event,baseline,1.0,2236,26297.62
2024-11-08,KR,46757,434,412,1095,No Event,baseline,1.0,1366,11996.36
2024-11-08,JP,37341,286,317,900,No Event,baseline,1.0,1170,11534.53
2024-11-08,GLOBAL_WEST,76989,899,588,2127,No Event,baseline,1.0,2264,18743.84
2024-11-09,KR,46568,443,427,1112,No Event,baseline,1.0,1379,12248.53
2024-11-09,JP,37212,304,301,694,No Event,baseline,1.0,1111,11785.15
2024-11-09,GLOBAL_WEST,76461,909,583,1946,No Event,baseline,1.0,2251,15768.53
2024-11-10,KR,46228,446,383,1106,No Event,baseline,1.0,1350,11153.28
2024-11-10,JP,37138,301,319,743,No Event,baseline,1.0,1112,11355.74
